-5.74677369094  14.3016021405
-5.28446321309  16.7523613036
-4.79056123271  19.6453209116
-4.28075604698  22.6588440089
-3.78633828697  25.0692272976
-3.27502874397  26.6752361304
-2.79496685041  27.5173269721
-2.29814211878  27.6756874375
-1.76873730699  27.3513104026
-1.28691316635  26.5445988202
-0.772551927189  25.2953644305
-0.27413687502  23.965781245
0.223547489335  23.319847845
0.720458184241  23.397778924
1.2011218207  23.6768640598
1.7305266325  23.3524870249
2.22855484994  22.3848360788
2.71098073348  21.0151187905
3.19370748848  19.3638986493
3.70862748891  17.5918732472
4.22389134242  15.4981302988
4.73941308576  13.1630991909
5.19119306276  10.4664582057
5.73920892299  7.72911898391
